message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-00473,The portal shows an error ode when I try to submit the form,technical_support,low,chat,international,9
MSG-00474,"Can an advisor check whether I am on track to graduate? Also, the major page is confusing. before Friday.",academic_advising,medium,web_form,graduate,6
MSG-00475,"Can you poit me to the right office for a campus policy issue? Also, the help page is confusing.",general,medium,email,graduate,10
MSG-00476,"can i moverooms because the noise is affecting my sleep? also, the dorm page is confusing.",housing,low,chat,online,8
MSG-00477,need help asap,general,low,web_form,international,6
MSG-00478,"Hi team, I am not sure which requirement MATH 220 satisfies for my major. I already checked he student portal and could not find a clear answer.",academic_advising,low,web_form,graduate,1
MSG-00479,I uploaded FAFSA documents but the portal still says incomplete. today if possible.,financial_aid,medium,email,international,1
MSG-00480,Can you point me to the right office for a campus policy issue?,general,low,email,graduate,18
MSG-00481,"Hi team, The portal shows an error code when I try to submit the form. Also, the error page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,high,email,international,1
MSG-00482,"Hi team, The learning platform will not load my quiz and it is due tomorrow. Also, the email page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,low,chat,undergraduate,20
MSG-00483,Can I talk to someone today about anxiety and missin classes?,health_wellness,high,web_form,graduate,14
MSG-00484,"Hi team, My schedule has the wrong lab section and I need it fixed. I already checked the student portal and could not find a clear answer.",registration,low,web_form,graduate,20
MSG-00485,"The waitlist says open but the system will not let me add the class. Also, the waitlist page is confusing. when you have time.!!",registration,low,email,undergraduate,0
MSG-00486,help :/,technical_support,medium,email,international,10
MSG-00487,"Hi team, I need approval for an overload because this is my final semester. Also, the overload page is confusing.  already checked the student portal and could not find a clear answer.",academic_advising,low,web_form,online,21
MSG-00488,"Hi, I am not sure who to contact about this question. Also, teh office page is confusing.",general,medium,web_form,graduate,21
MSG-00489,"I need to request housing accommodation documentation review. Also, the dorm page is confusing.",housing,medium,web_form,graduate,10
MSG-00490,"Hi team, I need help setting up a payment plan before classes start. Also, the refund page is confusing. I am stuck. I already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,international,4
MSG-00491,Can I talk to someone today about anxiety and missing classes?,health_wellness,high,email,graduate,11
MSG-00492,"my aid package still has not posted and tuition is due in two days. also, the fafsa page is confusing.",financial_aid,high,chat,graduate,6
MSG-00493,"Can I talk to someone today about anxiety and missing classes? Also, the urgent cre page is confusing. pls",health_wellness,low,email,undergraduate,0
MSG-00494,can an advisor check whether i am on track to graduate?!!,academic_advising,medium,email,graduate,16
MSG-00495,"Hi team, I need help setting up a payment plan before classes start. I already checked the student portal and could not find a clear answer.???",financial_aid,medium,email,graduate,12
MSG-00496,"Hi team, I cannot register for HIST 305 because there is a hold on my account. I already checked the student portal and could not find a clear answer. pls",registration,medium,chat,undergraduate,7
MSG-00497,"hi team, confused about this i already checked the student portal nd could not find a clear answer.",registration,medium,email,international,9
MSG-00498,i have a question about student services and could use guidance.,general,low,email,international,5
MSG-00499,My aid package still has not posted and tuition is due tonight. before Friday.,financial_aid,medium,chat,graduate,10
MSG-00500,my scedule has the wrong lab section and i need it fixed.,registration,medium,email,online,3
MSG-00501,I need to request housing accommodation documentation review. next week is fine.,housing,low,email,undergraduate,18
MSG-00502,I need approval for an overload because this is my final semester.,academic_advising,low,web_form,undergraduate,23
MSG-00503,"I need an appointment because I have been feeling overwhelmed all week. Also, the sick page is confusing.",health_wellness,high,email,undergraduate,5
MSG-00504,"the portal shows an error code when i try to submit the form. aso, the portal page is confusing. thx",technical_support,high,email,international,18
MSG-00505,"I need help stting up a payment plan before classes start. Also, the bill page is confusing. I am stuck. thx",financial_aid,medium,web_form,graduate,21
MSG-00506,"Hi, I am not sure who to contact about this question. Also, the information page is confusing. next week is fine.",general,low,web_form,online,0
MSG-00507,Can an advisor check whether I am on track to graduate? pls,academic_advising,medium,web_form,online,8
MSG-00508,"I want to change majors and need to know the next step. Also, the advisor page is confusing.",academic_advising,low,email,international,11
MSG-00509,My aid package sill has not posted and tuition is due in two days.,financial_aid,high,email,online,12
MSG-00510,My schedule has the wrong lab section and I need it fixed soon,registration,medium,chat,undergraduate,21
MSG-00511,The waitlist says open but the system will not let me add the class.,registration,medium,chat,graduate,16
MSG-00512,need help asap,registration,high,web_form,online,7
MSG-00513,I want to chage majors and need to know the next step.,academic_advising,low,web_form,international,17
MSG-00514,help,financial_aid,low,web_form,graduate,9
MSG-00515,my schedule has the wrong lab section and i need it fixed. pls,registration,high,email,undergraduate,15
MSG-00516,"Hi team, Can I talk to someone today about anxiety and missing classes? Also, the safety page is confusing. I might lose access. I already checked the student portal and could not find a clear answer.",health_wellness,high,email,international,0
MSG-00517,confused about this,general,medium,chat,undergraduate,6
MSG-00518,My aid package still has not posted and tuition is due tonight.,financial_aid,low,email,international,5
MSG-00519,I need to drop a course before the deadline but the button is missing.,registration,high,web_form,undergraduate,19
MSG-00520,I need to request housing accommodation documentation review.,housing,low,email,graduate,10
MSG-00521,help,housing,low,chat,graduate,16
MSG-00522,i cannot register for chem 110 because there is a hold on my account. i am stuck.,registration,medium,chat,graduate,18
MSG-00523,my aid package still has not posted and tuition is due this week.not urgent.,financial_aid,low,chat,international,11
MSG-00524,i need to request housing accommodation documentation review.,housing,medium,email,undergraduate,10
MSG-00525,Can I talk to someone today about anxiety and missing classes?,health_wellness,high,chat,undergraduate,8
MSG-00526,My schedule has the wrong lab section and I need it fixed. before Friday.,registration,medium,web_form,graduate,18
MSG-00527,need help asap,academic_advising,low,email,graduate,14
MSG-00528,I need an appointment because I have been feeling overwhelmed all week.,health_wellness,low,web_form,graduate,12
MSG-00529,help,registration,low,web_form,undergraduate,11
MSG-00530,"Can I move rooms because the noise is affecting my sleep? Also, the residence page is confusing. when you have time.",housing,low,chat,online,3
MSG-00531,My campus login keeps failing even after I reset my password. soon.,technical_support,medium,web_form,international,15
MSG-00532,"I need to drop a course before the deadline but the button is missing. Also, the schedule page is confusing. today if possible.",registration,medium,email,graduate,10
MSG-00533,"Hi team, Hi, I am not sure who to contact about this question. Also, the campus page is confusig. I already checked the student portal and could not find a clear answer.",general,low,email,online,3
MSG-00534,"I uploaded FAFSA documents but the portal still says incomplete. Also, the payment page is confusing.",financial_aid,low,email,international,9
MSG-00535,the portal shows an error code when i try to submit the form. please call me asap.,technical_support,high,chat,international,6
MSG-00536,The portal shows an error code when I try to submit the form.,technical_support,low,chat,international,9
MSG-00537,I need to drop a course before the deadline but the button is missing.,registration,medium,chat,graduate,9
MSG-00538,"hi team, confused about this i already checked the student portal and could not find a clear answer. pls",academic_advising,low,web_form,graduate,2
MSG-00539,"The learning platform will not load my quiz and it is due tomorrow. Also, the password page is confusing.",technical_support,low,web_form,international,5
MSG-00540,"Hi team, I need approval for an overload because this is my final semester. Also, the degree audit page is confusing. I already checked the student portal and could not find a clear answer.",academic_advising,medium,chat,undergraduate,4
MSG-00541,help,academic_advising,medium,web_form,international,4
MSG-00542,I cannot access email rom my phone after the security update.,technical_support,high,email,international,18
MSG-00543,"I am not sure which requirement BIO 101 satisfies for my major. Also, the credits page is confusing.",academic_advising,low,email,online,19
MSG-00544,"My campus login keeps failing even after I reset my password. Also, teh password page is confusing.",technical_support,low,web_form,international,19
MSG-00545,"My campus login keeps failing even after I reset my password. Also, the password page is confusing.",technical_support,high,web_form,online,11
MSG-00546,"Hi team, My campus login keeps failing even after I reset my password Also, the password page is confusing I already checked the student portal and could not find a clear answer",technical_support,medium,chat,graduate,14
MSG-00547,"Hi team, Hi, I am not sure who to contact about this question. I already checked the student portal and could not find a clear answer.",general,low,web_form,international,12
MSG-00548,"I need help setting up a payment plan before classes start. Also, the refund page is confusing.",financial_aid,high,chat,undergraduate,1
MSG-00549,Can someone explain why my scholarship disappeared from the bill?,financial_aid,medium,chat,undergraduate,1
MSG-00550,"I am not sure which requirement CS 150 satisfies for my major. Also, the major page is confusing.",academic_advising,low,email,graduate,13
MSG-00551,"Can I talk to someone today about anxiety and missing classes? Also, the health page is confusing. right now.",health_wellness,high,web_form,online,6
MSG-00552,I am worried about a student who said they might hurt themselves. :/,health_wellness,medium,email,online,7
MSG-00553,My aid package still has not posted and tuition is due this week. today if possible.,financial_aid,medium,web_form,undergraduate,17
MSG-00554,"Hi team, The portal shows an error code when I try to submit the form. when you have time. I already checked the student portal and could not find a clear answer.",technical_support,low,email,graduate,15
MSG-00555,My aid package still has not posted nd tuition is due tomorrow.,financial_aid,high,chat,graduate,0
MSG-00556,"hi team, can you point me to the right office for a campus policy issue? i already checked the student portal and could not find a clear answer. :/",general,low,chat,international,6
MSG-00557,"there is no hot water in my dorm and the work order is still pending. also, the dorm page is confusing.",housing,high,email,undergraduate,4
MSG-00558,"Hi team, I need to request housing accommodation documentation review. I already checked the student portal and could not find a clear answer.",housing,low,email,online,22
MSG-00559,I need to drop a course before the deadline but the button is missing. :/,registration,medium,web_form,graduate,3
MSG-00560,help :/,housing,medium,email,online,12
MSG-00561,"Hi team, Can I move rooms because the noise is affecting my sleep? Also, the move-in page is confusing. I already checked the student portal and could not find a clear answer.",housing,low,web_form,graduate,0
MSG-00562,Can I move rooms because the noise is affecting my sleep?,housing,medium,email,online,14
MSG-00563,The learning platform will not load my quiz and it is due this week.,technical_support,high,web_form,undergraduate,3
MSG-00564,i need to drop a course before the deadline but the button is missing.,registration,medium,web_form,international,2
MSG-00565,"Hi team, I need to request housing accommodation documentation review. not urgent. I already checked teh student portal and could not find a clear answer.",housing,low,web_form,graduate,1
MSG-00566,"Hi team, I have a question about student services and could use guidance. Also, the services page is confusing. plz call me ASAP. I already checked the student portal and could not find a clear answer.",general,high,web_form,online,9
MSG-00567,"hi team, confused about this i already checked the student portal and could not find a clear answer.",financial_aid,low,web_form,international,6
MSG-00568,There is no hot water in my dorm and the work order is still pending.,housing,medium,web_form,online,10
MSG-00569,I need to drop a course before the deadline but the button is missing,registration,high,web_form,undergraduate,11
MSG-00570,"The portal shows an error code when I try to submit the form. Also, the Canvas page is confusing. thx",technical_support,medium,email,online,20
MSG-00571,can you point me to teh right office for a campus policy issue?,general,low,web_form,online,13
MSG-00572,There is no hot water in my dorm and the work order s still pending.,housing,low,web_form,online,23
MSG-00573,"Hi team, I am worried about a student who said they might hurt themselves. I already checked the student portal and could not find a clear answer.",health_wellness,medium,chat,graduate,16
MSG-00574,"My campus login keeps failing even after I reset my password. Also, the portal page is confusing.",technical_support,low,email,graduate,13
MSG-00575,"I need approval for an overload because this is my final semester. Also, the major page is confusing. today if possible.",academic_advising,medium,web_form,international,4
MSG-00576,Can someone explain why my scholarship disappeared from the bill? thx,financial_aid,medium,email,undergraduate,14
MSG-00577,"Hi team, Hi, I am not sure who to contact about this question. I already checked the student portal and could not find a clear answer.",general,low,web_form,international,1
MSG-00578,"I need to request housing accommodation documentation review. Also, the roommate page is confusing.",housing,high,email,undergraduate,16
MSG-00579,confused about this,health_wellness,high,chat,graduate,9
MSG-00580,"The portal shows an error code when I try to submit the form. Also, the portal page is confusing. I am stuck.",technical_support,medium,chat,international,21
MSG-00581,"Can someone explain why my scholarship disappered from the bill? Also, the refund page is confusing.",financial_aid,medium,chat,online,12
MSG-00582,my schedule has the wrong lab section and i need it fixed.,registration,low,email,undergraduate,23
MSG-00583,"I uploaded FAFSA documents but the portal still says incomplete. Also, the scholarship page is confusing.",financial_aid,medium,chat,graduate,17
MSG-00584,"hi team, my campus login keeps failing even after i reset my password. please call me asap. i already checked the student portal and could not find a clear answer.",technical_support,high,chat,online,4
MSG-00585,"Hi team, need help asap I already checked the student portal and could not find a clear answer.",health_wellness,high,chat,undergraduate,9
MSG-00586,I need to drop a course before the deadline but the button is missing. just checking.,registration,low,web_form,online,11
MSG-00587,"The portal shows an error code when I try to submit the form. Also, the error page is confusing.???",technical_support,medium,chat,graduate,2
MSG-00588,I need help setting up a payment plan before classes start.,financial_aid,medium,web_form,online,17
MSG-00589,Can an adviso check whether I am on track to graduate?,academic_advising,high,email,graduate,14
MSG-00590,I am worried about a student who said they might hurt themselves.,health_wellness,low,web_form,international,18
MSG-00591,The learning platform will not load my quiz and it is due this week,technical_support,low,chat,graduate,4
MSG-00592,"I am not sure which requirement ENG 201 satisfies for my major. Also, the requirement page is confusing.???",academic_advising,high,chat,international,11
MSG-00593,"I cannot access email from my phone after the security update. Also, the Canvas page is confusing.",technical_support,medium,web_form,international,23
MSG-00594,"Please let me know where this request should go Also, the information page is confusing soon",general,medium,web_form,online,13
MSG-00595,My campus login keeps failing even after I reset my password.,technical_support,low,chat,graduate,13
MSG-00596,"I need approval for an overload because this is my final semester. Also, the requirement page is confusing. just checking.",academic_advising,low,email,online,11
MSG-00597,"i cannot register for math 220 because there is a hold on my account. also, the add page is confusing.",registration,medium,web_form,online,12
MSG-00598,i uploaded fafsa documents but the portal still says incomplete.???,financial_aid,medium,email,graduate,2
MSG-00599,My roommate assignment changed and I never received an explanation. today if possible.,housing,medium,email,international,16
MSG-00600,"Hi team, I need help setting up a payment plan before classes start. I already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,undergraduate,9
MSG-00601,"Hi team, I need to drop a course before the deadline but the button is missing. Also, the register page is confusing. I am stuck. I already checked the student portal and could not find a clear answer.",registration,medium,chat,online,2
MSG-00602,"Hi team, I have a question about student services and could use guidance. Also, the campus page is confusing. I already checked the student portal and could not find a clear answer.",general,high,chat,international,22
MSG-00603,I need to request housing accommodation documentation review.,housing,low,chat,international,6
MSG-00604,need help asap,housing,high,chat,undergraduate,20
MSG-00605,there is no hot water in my dorm and the work order is still pending. deadline is tonight.,housing,high,web_form,online,23
MSG-00606,I need to request housing accommodation documentation review.,housing,medium,web_form,online,18
MSG-00607,help,financial_aid,medium,email,graduate,5
MSG-00608,"The waitlist says open but the system will not let me add the class. Also, the schedule page is confusing.",registration,low,chat,online,14
MSG-00609,My campus login keeps failing even after I reset my password.,technical_support,medium,web_form,undergraduate,7
MSG-00610,Can you point me to the right office for a campus policy issue?,general,low,chat,online,20
MSG-00611,i need to drop a course before the deadline but the button is missing.,registration,low,chat,undergraduate,5
MSG-00612,"hi team, my schedule has the wrong lab section and i need it fixed. i already checked the student portal and could not find a clear answer.",registration,medium,web_form,international,15
MSG-00613,help,technical_support,high,chat,online,1
MSG-00614,i want to change majors and need to know the next step when you have time,academic_advising,low,chat,international,20
MSG-00615,"My aid package still has not posted and tuition is due in two days. Also, the grant page is confusing. not urgent.",financial_aid,low,web_form,online,1
MSG-00616,Can someone explain why my scholarshi disappeared from the bill? I am stuck,financial_aid,medium,chat,undergraduate,6
MSG-00617,Can an advisor check whether I am on track to graduate?,academic_advising,high,web_form,international,8
MSG-00618,"Hi team, I need help setting up a payment plan before classes start. I already checked the student portal and could not find a clear answer.",financial_aid,low,web_form,online,18
MSG-00619,"can i move rooms because the noise is affecting my sleep? also, the meal plan page is confusing.",housing,medium,web_form,undergraduate,20
MSG-00620,"Hi team, I am not sure which requirement MATH 220 satisfies for my major. I already checked the student portal and could not find a clear answer.",academic_advising,high,chat,online,7
MSG-00621,"Hi team, Can I move rooms because the noise is affecting my sleep? Also, the residence page is confusing. I already checked the student portal and could not find a clear answer.",housing,low,chat,international,11
MSG-00622,i cannot access email from my phone after the security update.,technical_support,medium,web_form,graduate,21
MSG-00623,"Please let me know where this request should go. Also, the services page is confusing. not urgent.",general,low,web_form,online,21
MSG-00624,I need help setting up a payment plan before classes start.,financial_aid,medium,chat,online,7
MSG-00625,"hi team, the learning platform will not load my quiz and it is due in two days. i already checked the student portal and could not find a clear answer. thx",technical_support,medium,chat,online,2
MSG-00626,I need an appointment because I have been feeling overwhlmed all week. I might lose access.,health_wellness,high,chat,undergraduate,3
MSG-00627,My aid package still has not posted and tuition is due tonight. next week is fine.,financial_aid,low,email,international,10
MSG-00628,"Hi team, My schedule has the wrong lab section and I need it fixed. Also, the add page is confusing. today if possible. I already checked the student portal and could not find a clear answer.",registration,medium,web_form,international,15
MSG-00629,"Hi team, The learning platform will not load my quiz and it is due tonight. Also, the Canvas page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,medium,web_form,online,15
MSG-00630,"Hi team, I need approval for an overload because this is my final semester. I already checked the student portal and could not find a clear answer.!!",academic_advising,low,chat,graduate,7
MSG-00631,My aid package still has not posted and tuition is due tonight.,financial_aid,medium,web_form,undergraduate,12
MSG-00632,My campus login keeps failing even after I reset my password. right now.,technical_support,high,email,international,17
MSG-00633,"I cannot register for MATH 220 because there is a hold on my account. Also, the waitlist page is confusing.",registration,medium,email,online,2
MSG-00634,"Can an advisor check whether I am on track to graduate? Also, the credits page is confusing.",academic_advising,low,email,international,13
MSG-00635,"Can an advisor check whether I am on track to graduate? Also, the requirement page is confusing.",academic_advising,low,chat,undergraduate,10
MSG-00636,Please let me know where this request should go.,general,low,email,international,16
MSG-00637,my schedule has the wrong lab section and i need it fixed.,registration,medium,web_form,online,23
MSG-00638,"My schedule has the wrong lab section and I need it fixed. Also, the hold page is confusing.",registration,high,chat,international,20
MSG-00639,I tested positive and need to know what to do about attendance.,health_wellness,high,web_form,online,8
MSG-00640,I uploaded FAFSA documents but the portal still says incomplete.!!,financial_aid,low,chat,international,14
MSG-00641,Can you point me to the right office for a campus policy issue?,general,low,web_form,international,17
MSG-00642,I am not sure which requirement MATH 220 satisfies for my major.,academic_advising,low,chat,international,19
MSG-00643,"Hi team, My campus login keeps failing even after I reset my password. I already checked the student portal and could not find a clear answer.",technical_support,low,chat,online,9
MSG-00644,"I am not sure which requirement CHEM 110 satisfies for my major. Also, the credits page is confusing. thx",academic_advising,medium,chat,online,23
MSG-00645,Can someone explain why my scholarship disappeared from the bill?,financial_aid,low,chat,online,4
MSG-00646,i need to drop a course before the deadline but the button is missing.,registration,low,web_form,undergraduate,4
MSG-00647,"i need approval for an overload because this is my final semester. also, the major page is confusing.",academic_advising,high,chat,undergraduate,14
MSG-00648,Can I talk to someone today about anxiety and missing classes? I might lose access.,health_wellness,high,email,undergraduate,15
MSG-00649,"Hi team, I cannot access email from my phone after the security update. I already checked the student portal andcould not find a clear answer.",technical_support,medium,chat,undergraduate,13
MSG-00650,"can you point me to the right office for a campus policy issue? also, the help page is confusing.",general,medium,chat,undergraduate,1
MSG-00651,"I need approval for an overload because this is my final semester Also, the graduation page is confusing???",academic_advising,low,email,international,12
MSG-00652,"I cannot access email from my phone after the securit update. Also, the error page is confusing. right now.",technical_support,high,email,undergraduate,11
MSG-00653,"Hi, I am not sure who to contact about this question.",general,low,web_form,international,19
MSG-00654,The portal shows an error code when I try to submit the form.,technical_support,low,chat,graduate,23
MSG-00655,The portal shows an error code when I try to submit the form,technical_support,low,web_form,undergraduate,7
MSG-00656,I need help setting up a payment plan before classes start.,financial_aid,low,web_form,international,10
MSG-00657,i have a question about student service and could use guidance.,general,low,email,undergraduate,17
MSG-00658,I cannot access email from my phone after the security update. just checking.,technical_support,low,email,undergraduate,6
MSG-00659,"The learning platform will not load my quiz and it is due tomorrow. Also, the Canvas page is confusing.",technical_support,medium,web_form,graduate,17
MSG-00660,Can you point me to the right office for a campus policy issue? :/,general,medium,email,undergraduate,1
MSG-00661,"The portal shows an error code when I try to submit the form. Also, the error page is confusing. thx",technical_support,low,web_form,graduate,6
MSG-00662,"I need to request housing accommodation documentation review Also, the housing page is confusing",housing,medium,web_form,international,8
MSG-00663,"i have a question about student services and could use guidance. also, the policy page is confusing.",general,low,chat,graduate,21
MSG-00664,I want to change majors and need to know the next step.,academic_advising,medium,email,undergraduate,22
MSG-00665,I am worried about a student who said they might hurt themselves,health_wellness,low,email,undergraduate,18
MSG-00666,Can someone explain why my scholarship disappeared from the bill?,financial_aid,high,chat,undergraduate,6
MSG-00667,"I need approval for an overload because this is my final semester. Also, the overload page is confusing.",academic_advising,low,chat,online,22
MSG-00668,"Can you point me to the right office for a campus policy issue? Also, the information page is confusing.",general,low,chat,undergraduate,23
MSG-00669,"I need help setting up a payment plan before classes start. Also, the grant page is confusing.",financial_aid,medium,web_form,international,16
MSG-00670,"The learning platform will not load my quiz and it is due tomorrow. Also, the login page is confusing.",technical_support,medium,email,international,19
MSG-00671,need help asap,academic_advising,low,email,international,7
MSG-00672,"Please let me know where this request should go. Also, the help page is confusing.",general,medium,chat,online,11
MSG-00673,"There is no hot water in my dorm and the work order is still pending. Also, the move-in page is confusing.",housing,high,chat,international,3
MSG-00674,i tested positive and need to know what to do about attendance. i might lose access.,health_wellness,high,email,international,15
MSG-00675,"I tested positive and need to know what to do about attendance. Also, the urgent care page is confusing.",health_wellness,low,chat,graduate,18
MSG-00676,"I am worried about a student who said tehy might hurt tehmselves. Also, teh wellness page is confusing.",health_wellness,medium,web_form,graduate,5
MSG-00677,My aid package still has not posted and tuition is due tomorrow. pls,financial_aid,high,chat,international,15
MSG-00678,can someone explain why my scholarship disappeared fom the bill? when you have time :/,financial_aid,low,chat,online,9
MSG-00679,I uploaded FAFSA documents but the portal still says incomplete. emergency.,financial_aid,high,web_form,graduate,16
MSG-00680,My aid package still has not posted and tuition is due tomorrow.,financial_aid,high,web_form,graduate,19
MSG-00681,"Please let me know where this request should go. Also, the question page is confusing.",general,high,web_form,undergraduate,16
MSG-00682,"I need help setting up a payment plan before classes start. Also, the loan page is confusing.",financial_aid,medium,chat,online,9
MSG-00683,I need approval for an overload because this is my final semester,academic_advising,medium,chat,online,6
MSG-00684,need help asap,housing,low,email,undergraduate,12
MSG-00685,I need to drop a course before the deadline but the button is missing.,registration,medium,web_form,international,6
MSG-00686,I have a question about student services and could use guidance. I am stuck.,general,medium,chat,graduate,21
MSG-00687,"My campus login keeps failing even after I reset my password. Also, the login page is confusing.",technical_support,low,web_form,international,3
MSG-00688,"Hi team, The learning platform will not load my quiz and it is due in two days. before Friday. I already checked the student portal and could not find a clear answer.",technical_support,medium,web_form,international,14
MSG-00689,"My campus login keeps failing even after I reset my password. Also, the email page is confusing.",technical_support,medium,chat,online,4
MSG-00690,can you point me to the right office for a campus policy issue? next week is fine.,general,low,email,undergraduate,13
MSG-00691,"Can an advisor check whether I am on track to graduate? Also, the advisor page is confusing. next week is fine.???",academic_advising,low,email,undergraduate,0
MSG-00692,"The portal shows an error code when I try to submit the form. Also, the email page is confusing.",technical_support,high,email,graduate,9
MSG-00693,"The portal shows an error code when I try to submit the form. Also, the email page is confusing.",technical_support,low,chat,graduate,12
MSG-00694,"Can I move rooms because the noise is affecting my sleep? Also, the meal plan page is confusing.",housing,low,web_form,international,14
MSG-00695,"I want to change majors and need to know the next step. Also, the graduation page is confusing. before Friday.???",academic_advising,medium,email,online,16
MSG-00696,My roommate assignment changed and I never received an explanation. I might lose access. pls,housing,high,web_form,graduate,15
MSG-00697,"i cannot register for hist 305 bc there is a hold on my account. also, the register page is confusing.",registration,high,chat,international,18
MSG-00698,"Hi team, I have a question about student services and could use guidance. Also, the campus page is confusing. I already checked the student portal and could not find a clear answer. :/",general,low,web_form,international,22
MSG-00699,I need an appointment because I have been feeling overwhelmed all week. just checking.,health_wellness,low,web_form,graduate,14
MSG-00700,"I have a question about student services and could use guidance. Also, the question page is confusing.",general,high,email,international,19
MSG-00701,"Hi team, Please let me know where this request should go. I already checked the student portal and could not find a clear answer.",general,low,chat,international,1
MSG-00702,"Hi team, My schedule has the wrong lab section and I need it fixed. Also, the add page is confusing. I already checked the student portal and could not find a clear answer.",registration,high,web_form,international,22
MSG-00703,can i move rooms because the noise is affecting my sleep?,housing,low,web_form,undergraduate,0
MSG-00704,"Hi team, I need an appointment because I have been feeling overwhelmed all week Also, teh anxiety page is confusing I already checked teh student portal and could not find a clear answer",health_wellness,high,web_form,online,20
MSG-00705,"Hi team, Hi, I am not sure who to contact about this question Also, the services page is confusing I already checed the student portal and could not find a clear answer",general,medium,email,online,10
MSG-00706,"Hi team, The learning platform will not load my quz and it is due in two days. Also, the MFA page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,low,web_form,graduate,22
MSG-00707,Can someone explain why my scholarship disappeared from the bill?,financial_aid,medium,email,international,9
MSG-00708,My campus login keeps failing even after I reset my password.,technical_support,low,chat,undergraduate,18
MSG-00709,"My schedule has the wrong lab section and I need it fixed. Also, the drop page is confusing.",registration,high,chat,online,14
MSG-00710,Can I talk to someone today about anxiety and missing casses?,health_wellness,medium,email,graduate,3
MSG-00711,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,medium,email,online,21
MSG-00712,"My aid package still has not posted and tuition is due in two days. Also, the loan page is confusing.",financial_aid,high,web_form,online,19
MSG-00713,confused about this,financial_aid,low,chat,international,17
MSG-00714,There is no hot water in my dorm and the work order is still pending. efore Friday.,housing,medium,chat,undergraduate,16
MSG-00715,"I need approval for an overload because this is my final semester. Also, the overload page is confusing. pls",academic_advising,medium,chat,graduate,8
MSG-00716,need help asap,general,low,chat,international,6
MSG-00717,i need help setting up a payment plan before classes start. just checking.,financial_aid,low,web_form,online,9
MSG-00718,My aid package still has not posted and tuition is due tomorrow. next week is fine.,financial_aid,low,email,international,10
MSG-00719,need help asap,academic_advising,medium,email,online,12
MSG-00720,"I want to change majors and need to know the next step. Also, the overload page is confusing when you have time.???",academic_advising,low,email,graduate,7
MSG-00721,confused about this :/,general,high,email,online,0
MSG-00722,"I need to request housing accommodation documentation review. Also, the roommate page is confusing. just checking.",housing,low,chat,international,6
MSG-00723,I cannot register for HIST 30 because there is a hold on my account.,registration,low,email,international,22
MSG-00724,I cannot access email from my phone after the security update.,technical_support,high,chat,online,23
MSG-00725,"The waitlist says open but the system will not let me add the class. Also, the add page is confusing.",registration,high,chat,undergraduate,9
MSG-00726,There is no hot water in my dorm and the work order is still pending.!!,housing,medium,chat,online,6
MSG-00727,"My aid package still has not posted and tuition is due tonight. Also, the FAFSA page is confusing. soon.",financial_aid,medium,email,graduate,2
MSG-00728,"My roommate assignment changed and I never received an explanation. Also, the residence page is confusing. just checking.",housing,low,chat,undergraduate,21
MSG-00729,"The waitlist says open but the system will not let me add the class. Also, the schedule page is confusing.",registration,high,email,international,14
MSG-00730,I tested positive and need to know what to do about attendance.,health_wellness,medium,chat,online,11
MSG-00731,"Hi team, I have a question about student services and could use guidance. I already checked the student portal and could not find a clear answer. pls",general,low,web_form,graduate,18
MSG-00732,"Hi team, Can someone explain why my scholarship disappeared from teh bill? right now. I already checked teh student portal and could not find a clear answer.",financial_aid,high,web_form,international,15
MSG-00733,i uploaded fafsa documents but the portal still says incomplete.,financial_aid,medium,web_form,undergraduate,16
MSG-00734,"Hi team, I ned an appointment because I have been feeling overwhelmed all week. I already checked the student portal and could not find a clear answer.",health_wellness,medium,web_form,undergraduate,2
MSG-00735,My schedule has the wrong lab section and I need it fixed.,registration,high,email,online,10
MSG-00736,Can I move rooms because the noise is affecting my sleep?,housing,low,chat,undergraduate,2
MSG-00737,I cannot register for CS 150 because there is a hold on my account.???,registration,high,web_form,undergraduate,16
MSG-00738,Can I move rooms because the noise is affecting my sleep?,housing,low,email,undergraduate,6
MSG-00739,"I want to change majors and need to know the next step. Also, the advisor page is confusing. just checking.",academic_advising,low,email,graduate,4
MSG-00740,my campus login keeps failing even after i reset my password. dealine is tonight.,technical_support,high,email,undergraduate,2
MSG-00741,"Hi team, I need to drop a course before the deadline but the button is missing. I already checked the student portal and could not find a clear answer.",registration,high,chat,online,2
MSG-00742,"Hi team, Please let me know where this request should go. Also, teh offic page is confusing. before Friday. I already checked teh student portal and could not find a clear answer.???",general,medium,email,online,6
MSG-00743,"hi team, my schedule has the wrong lab section and i need it fixed. i already checked the student portal and could not find a clear answer.",registration,medium,email,graduate,7
MSG-00744,I cannot access email from my phone after the security update. I am stuck.,technical_support,medium,email,graduate,15
MSG-00745,help,academic_advising,medium,chat,online,8
MSG-00746,I need approval for an overload because this is my final semester.,academic_advising,medium,web_form,graduate,15
